# Sales Data for Q1 2025
Date: 2025-01-13 | ProductID: P760 | Quantity: 14 | TotalSales: $631.60
Date: 2025-01-08 | ProductID: P961 | Quantity: 26 | TotalSales: $880.08
Date: 2025-01-27 | ProductID: P324 | Quantity: 76 | TotalSales: $1065.24
Date: 2025-01-13 | ProductID: P318 | Quantity: 18 | TotalSales: $781.63
Date: 2025-02-19 | ProductID: P113 | Quantity: 20 | TotalSales: $639.75
Date: 2025-03-10 | ProductID: P634 | Quantity: 56 | TotalSales: $2372.31
Date: 2025-02-24 | ProductID: P792 | Quantity: 13 | TotalSales: $531.43
Date: 2025-01-11 | ProductID: P533 | Quantity: 99 | TotalSales: $4924.32
Date: 2025-03-20 | ProductID: P765 | Quantity: 98 | TotalSales: $3134.93
Date: 2025-03-26 | ProductID: P538 | Quantity: 13 | TotalSales: $609.97
Date: 2025-01-02 | ProductID: P759 | Quantity: 15 | TotalSales: $622.11
Date: 2025-03-21 | ProductID: P563 | Quantity: 35 | TotalSales: $470.95
Date: 2025-02-04 | ProductID: P785 | Quantity: 20 | TotalSales: $615.15
Date: 2025-02-26 | ProductID: P724 | Quantity: 26 | TotalSales: $483.58
Date: 2025-02-06 | ProductID: P345 | Quantity: 23 | TotalSales: $486.30
Date: 2025-01-12 | ProductID: P931 | Quantity: 73 | TotalSales: $2010.84
Date: 2025-01-26 | ProductID: P651 | Quantity: 57 | TotalSales: $1443.19
Date: 2025-02-20 | ProductID: P172 | Quantity: 45 | TotalSales: $1406.95
Date: 2025-01-06 | ProductID: P836 | Quantity: 43 | TotalSales: $631.74
Date: 2025-01-18 | ProductID: P707 | Quantity: 84 | TotalSales: $2402.30
Date: 2025-02-28 | ProductID: P725 | Quantity: 12 | TotalSales: $368.47
Date: 2025-03-10 | ProductID: P796 | Quantity: 39 | TotalSales: $1148.45
Date: 2025-03-22 | ProductID: P125 | Quantity: 84 | TotalSales: $1030.90
Date: 2025-02-22 | ProductID: P130 | Quantity: 34 | TotalSales: $1048.95
Date: 2025-01-10 | ProductID: P628 | Quantity: 78 | TotalSales: $3209.54
Date: 2025-01-29 | ProductID: P560 | Quantity: 85 | TotalSales: $2164.31
Date: 2025-01-05 | ProductID: P469 | Quantity: 65 | TotalSales: $1882.27
Date: 2025-03-29 | ProductID: P554 | Quantity: 99 | TotalSales: $3296.92
Date: 2025-01-23 | ProductID: P826 | Quantity: 46 | TotalSales: $1743.45
Date: 2025-02-03 | ProductID: P752 | Quantity: 3 | TotalSales: $134.23
Date: 2025-03-01 | ProductID: P176 | Quantity: 28 | TotalSales: $871.69
Date: 2025-02-18 | ProductID: P477 | Quantity: 90 | TotalSales: $3581.62
Date: 2025-01-04 | ProductID: P505 | Quantity: 71 | TotalSales: $2364.02
Date: 2025-01-07 | ProductID: P887 | Quantity: 76 | TotalSales: $1782.21
Date: 2025-02-25 | ProductID: P928 | Quantity: 14 | TotalSales: $209.29
Date: 2025-03-03 | ProductID: P999 | Quantity: 83 | TotalSales: $3891.16
Date: 2025-02-19 | ProductID: P739 | Quantity: 37 | TotalSales: $906.86
Date: 2025-03-03 | ProductID: P455 | Quantity: 40 | TotalSales: $1745.61
Date: 2025-03-16 | ProductID: P712 | Quantity: 1 | TotalSales: $17.89
Date: 2025-03-13 | ProductID: P704 | Quantity: 93 | TotalSales: $1129.49
Date: 2025-02-06 | ProductID: P288 | Quantity: 55 | TotalSales: $2743.17
Date: 2025-03-31 | ProductID: P742 | Quantity: 16 | TotalSales: $261.63
Date: 2025-01-11 | ProductID: P644 | Quantity: 15 | TotalSales: $587.65
Date: 2025-03-17 | ProductID: P102 | Quantity: 90 | TotalSales: $3885.79
Date: 2025-01-28 | ProductID: P855 | Quantity: 31 | TotalSales: $1125.84
Date: 2025-01-15 | ProductID: P458 | Quantity: 51 | TotalSales: $1125.89
Date: 2025-01-24 | ProductID: P442 | Quantity: 1 | TotalSales: $30.26
Date: 2025-03-18 | ProductID: P894 | Quantity: 17 | TotalSales: $787.92
Date: 2025-02-19 | ProductID: P967 | Quantity: 64 | TotalSales: $2336.97
Date: 2025-02-07 | ProductID: P218 | Quantity: 39 | TotalSales: $1219.72
Date: 2025-02-11 | ProductID: P831 | Quantity: 14 | TotalSales: $234.64
Date: 2025-01-18 | ProductID: P745 | Quantity: 30 | TotalSales: $693.44
Date: 2025-02-08 | ProductID: P525 | Quantity: 45 | TotalSales: $1345.94
Date: 2025-03-18 | ProductID: P511 | Quantity: 90 | TotalSales: $3647.84
Date: 2025-02-27 | ProductID: P964 | Quantity: 20 | TotalSales: $734.67
Date: 2025-01-12 | ProductID: P485 | Quantity: 4 | TotalSales: $179.72
Date: 2025-03-03 | ProductID: P709 | Quantity: 30 | TotalSales: $821.98
Date: 2025-01-30 | ProductID: P497 | Quantity: 31 | TotalSales: $1384.01
Date: 2025-01-20 | ProductID: P416 | Quantity: 13 | TotalSales: $422.37
Date: 2025-01-06 | ProductID: P522 | Quantity: 91 | TotalSales: $2130.85
Date: 2025-02-05 | ProductID: P962 | Quantity: 1 | TotalSales: $15.22
Date: 2025-02-08 | ProductID: P683 | Quantity: 61 | TotalSales: $2120.54
Date: 2025-03-14 | ProductID: P479 | Quantity: 89 | TotalSales: $3745.76
Date: 2025-01-05 | ProductID: P541 | Quantity: 84 | TotalSales: $4101.20
Date: 2025-02-26 | ProductID: P912 | Quantity: 11 | TotalSales: $446.53
Date: 2025-02-08 | ProductID: P203 | Quantity: 56 | TotalSales: $2077.18
Date: 2025-02-21 | ProductID: P576 | Quantity: 34 | TotalSales: $834.79
Date: 2025-02-02 | ProductID: P938 | Quantity: 55 | TotalSales: $2607.60
Date: 2025-02-19 | ProductID: P246 | Quantity: 26 | TotalSales: $590.58
Date: 2025-02-16 | ProductID: P816 | Quantity: 22 | TotalSales: $339.54
Date: 2025-01-07 | ProductID: P862 | Quantity: 39 | TotalSales: $441.10
Date: 2025-03-31 | ProductID: P407 | Quantity: 29 | TotalSales: $780.39
Date: 2025-03-17 | ProductID: P232 | Quantity: 57 | TotalSales: $2130.94
Date: 2025-03-02 | ProductID: P294 | Quantity: 19 | TotalSales: $821.95
Date: 2025-02-12 | ProductID: P453 | Quantity: 90 | TotalSales: $3251.10
Date: 2025-01-01 | ProductID: P947 | Quantity: 49 | TotalSales: $1814.73
Date: 2025-01-24 | ProductID: P141 | Quantity: 45 | TotalSales: $1517.26
Date: 2025-03-13 | ProductID: P585 | Quantity: 29 | TotalSales: $906.05
Date: 2025-02-26 | ProductID: P161 | Quantity: 6 | TotalSales: $275.45
Date: 2025-03-02 | ProductID: P275 | Quantity: 61 | TotalSales: $836.80
Date: 2025-03-30 | ProductID: P223 | Quantity: 78 | TotalSales: $2847.29
Date: 2025-02-25 | ProductID: P499 | Quantity: 52 | TotalSales: $2487.03
Date: 2025-01-30 | ProductID: P373 | Quantity: 63 | TotalSales: $1856.68
Date: 2025-01-19 | ProductID: P494 | Quantity: 92 | TotalSales: $3467.93
Date: 2025-03-14 | ProductID: P864 | Quantity: 98 | TotalSales: $1496.00
Date: 2025-02-12 | ProductID: P550 | Quantity: 19 | TotalSales: $785.94
Date: 2025-03-12 | ProductID: P206 | Quantity: 39 | TotalSales: $1187.74
Date: 2025-03-23 | ProductID: P476 | Quantity: 32 | TotalSales: $1443.98
Date: 2025-03-07 | ProductID: P262 | Quantity: 35 | TotalSales: $981.00
Date: 2025-01-01 | ProductID: P940 | Quantity: 62 | TotalSales: $2653.89
Date: 2025-02-18 | ProductID: P648 | Quantity: 53 | TotalSales: $832.16
Date: 2025-03-29 | ProductID: P663 | Quantity: 95 | TotalSales: $2107.95
Date: 2025-01-08 | ProductID: P463 | Quantity: 13 | TotalSales: $203.59
Date: 2025-03-27 | ProductID: P425 | Quantity: 98 | TotalSales: $2515.15
Date: 2025-03-10 | ProductID: P784 | Quantity: 44 | TotalSales: $873.77
Date: 2025-03-05 | ProductID: P144 | Quantity: 91 | TotalSales: $2116.13
Date: 2025-03-24 | ProductID: P238 | Quantity: 98 | TotalSales: $2885.56
Date: 2025-02-28 | ProductID: P256 | Quantity: 53 | TotalSales: $587.91
Date: 2025-02-08 | ProductID: P888 | Quantity: 4 | TotalSales: $55.72
Date: 2025-02-04 | ProductID: P414 | Quantity: 27 | TotalSales: $936.07
Date: 2025-02-21 | ProductID: P650 | Quantity: 84 | TotalSales: $2512.57
Date: 2025-01-27 | ProductID: P779 | Quantity: 61 | TotalSales: $2932.60
Date: 2025-01-20 | ProductID: P869 | Quantity: 7 | TotalSales: $285.36
Date: 2025-03-01 | ProductID: P818 | Quantity: 33 | TotalSales: $654.22
Date: 2025-03-07 | ProductID: P549 | Quantity: 9 | TotalSales: $119.16
Date: 2025-03-08 | ProductID: P256 | Quantity: 96 | TotalSales: $3275.63
Date: 2025-02-24 | ProductID: P783 | Quantity: 86 | TotalSales: $3050.10
Date: 2025-03-26 | ProductID: P552 | Quantity: 45 | TotalSales: $562.58
Date: 2025-03-29 | ProductID: P690 | Quantity: 22 | TotalSales: $290.88
Date: 2025-01-30 | ProductID: P263 | Quantity: 94 | TotalSales: $1208.10
Date: 2025-02-06 | ProductID: P876 | Quantity: 89 | TotalSales: $1607.75
Date: 2025-01-31 | ProductID: P258 | Quantity: 65 | TotalSales: $1400.94
Date: 2025-02-22 | ProductID: P289 | Quantity: 79 | TotalSales: $3463.22
Date: 2025-03-05 | ProductID: P342 | Quantity: 4 | TotalSales: $123.97
Date: 2025-02-25 | ProductID: P707 | Quantity: 40 | TotalSales: $604.55
Date: 2025-02-17 | ProductID: P942 | Quantity: 29 | TotalSales: $983.54
Date: 2025-03-01 | ProductID: P435 | Quantity: 39 | TotalSales: $858.95
Date: 2025-03-23 | ProductID: P817 | Quantity: 12 | TotalSales: $192.68
Date: 2025-01-27 | ProductID: P437 | Quantity: 31 | TotalSales: $1533.21
Date: 2025-03-11 | ProductID: P960 | Quantity: 31 | TotalSales: $569.42
Date: 2025-02-21 | ProductID: P759 | Quantity: 53 | TotalSales: $2029.39
Date: 2025-03-03 | ProductID: P314 | Quantity: 82 | TotalSales: $4081.03
Date: 2025-02-15 | ProductID: P998 | Quantity: 4 | TotalSales: $45.53
Date: 2025-02-21 | ProductID: P959 | Quantity: 80 | TotalSales: $3286.26
Date: 2025-02-04 | ProductID: P138 | Quantity: 33 | TotalSales: $951.84
Date: 2025-01-03 | ProductID: P877 | Quantity: 72 | TotalSales: $3156.03
Date: 2025-02-20 | ProductID: P625 | Quantity: 45 | TotalSales: $2099.18
Date: 2025-02-22 | ProductID: P182 | Quantity: 64 | TotalSales: $2918.99
Date: 2025-03-06 | ProductID: P171 | Quantity: 22 | TotalSales: $834.26
Date: 2025-01-17 | ProductID: P527 | Quantity: 24 | TotalSales: $1151.12
Date: 2025-03-10 | ProductID: P357 | Quantity: 79 | TotalSales: $1161.97
Date: 2025-01-15 | ProductID: P897 | Quantity: 40 | TotalSales: $900.83
Date: 2025-01-15 | ProductID: P662 | Quantity: 35 | TotalSales: $662.14
Date: 2025-01-01 | ProductID: P412 | Quantity: 36 | TotalSales: $1641.84
Date: 2025-02-21 | ProductID: P876 | Quantity: 58 | TotalSales: $1606.31
Date: 2025-02-01 | ProductID: P645 | Quantity: 7 | TotalSales: $337.92
Date: 2025-03-01 | ProductID: P388 | Quantity: 52 | TotalSales: $1533.88
Date: 2025-03-20 | ProductID: P331 | Quantity: 81 | TotalSales: $1017.17
Date: 2025-02-22 | ProductID: P103 | Quantity: 81 | TotalSales: $1982.58
Date: 2025-03-22 | ProductID: P973 | Quantity: 67 | TotalSales: $2578.14
Date: 2025-02-04 | ProductID: P204 | Quantity: 4 | TotalSales: $154.67
Date: 2025-02-23 | ProductID: P564 | Quantity: 78 | TotalSales: $1156.20
Date: 2025-02-16 | ProductID: P655 | Quantity: 21 | TotalSales: $800.65
Date: 2025-01-22 | ProductID: P209 | Quantity: 59 | TotalSales: $883.63
Date: 2025-02-14 | ProductID: P309 | Quantity: 4 | TotalSales: $138.48
Date: 2025-01-19 | ProductID: P703 | Quantity: 16 | TotalSales: $602.99
Date: 2025-01-15 | ProductID: P375 | Quantity: 25 | TotalSales: $1192.82
Date: 2025-02-28 | ProductID: P469 | Quantity: 67 | TotalSales: $1651.85
Date: 2025-03-09 | ProductID: P420 | Quantity: 68 | TotalSales: $3029.51
Date: 2025-01-24 | ProductID: P603 | Quantity: 79 | TotalSales: $936.91
Date: 2025-01-19 | ProductID: P451 | Quantity: 6 | TotalSales: $232.53
Date: 2025-02-19 | ProductID: P793 | Quantity: 35 | TotalSales: $1148.40
Date: 2025-03-30 | ProductID: P832 | Quantity: 84 | TotalSales: $1743.25
Date: 2025-01-20 | ProductID: P200 | Quantity: 40 | TotalSales: $1785.62
Date: 2025-03-02 | ProductID: P601 | Quantity: 72 | TotalSales: $1031.99
Date: 2025-03-28 | ProductID: P774 | Quantity: 100 | TotalSales: $1987.12
Date: 2025-03-15 | ProductID: P950 | Quantity: 49 | TotalSales: $1704.10
Date: 2025-02-02 | ProductID: P790 | Quantity: 16 | TotalSales: $617.68
Date: 2025-01-16 | ProductID: P581 | Quantity: 84 | TotalSales: $3053.87
Date: 2025-02-20 | ProductID: P491 | Quantity: 50 | TotalSales: $2457.77
Date: 2025-01-13 | ProductID: P715 | Quantity: 65 | TotalSales: $1299.78
Date: 2025-03-23 | ProductID: P145 | Quantity: 43 | TotalSales: $1242.50
Date: 2025-01-04 | ProductID: P325 | Quantity: 60 | TotalSales: $2592.12
Date: 2025-03-25 | ProductID: P307 | Quantity: 99 | TotalSales: $1414.75
Date: 2025-03-04 | ProductID: P979 | Quantity: 69 | TotalSales: $1231.80
Date: 2025-02-08 | ProductID: P751 | Quantity: 22 | TotalSales: $299.47
Date: 2025-03-03 | ProductID: P638 | Quantity: 7 | TotalSales: $311.37
Date: 2025-01-27 | ProductID: P531 | Quantity: 90 | TotalSales: $2920.83
Date: 2025-01-26 | ProductID: P585 | Quantity: 61 | TotalSales: $1947.28
Date: 2025-03-20 | ProductID: P674 | Quantity: 89 | TotalSales: $4165.67
Date: 2025-01-18 | ProductID: P845 | Quantity: 32 | TotalSales: $340.57
Date: 2025-03-02 | ProductID: P463 | Quantity: 22 | TotalSales: $557.05
Date: 2025-01-23 | ProductID: P460 | Quantity: 52 | TotalSales: $2021.33
Date: 2025-01-21 | ProductID: P305 | Quantity: 50 | TotalSales: $1556.37
Date: 2025-02-10 | ProductID: P830 | Quantity: 72 | TotalSales: $2630.02
Date: 2025-02-19 | ProductID: P740 | Quantity: 42 | TotalSales: $1172.12
Date: 2025-02-18 | ProductID: P322 | Quantity: 77 | TotalSales: $2779.93
Date: 2025-01-10 | ProductID: P846 | Quantity: 25 | TotalSales: $523.48
Date: 2025-01-20 | ProductID: P112 | Quantity: 66 | TotalSales: $1882.66
Date: 2025-03-13 | ProductID: P111 | Quantity: 70 | TotalSales: $2524.45
Date: 2025-01-08 | ProductID: P562 | Quantity: 23 | TotalSales: $661.20
Date: 2025-03-01 | ProductID: P916 | Quantity: 12 | TotalSales: $317.28
Date: 2025-01-14 | ProductID: P577 | Quantity: 9 | TotalSales: $338.70
Date: 2025-01-20 | ProductID: P837 | Quantity: 23 | TotalSales: $381.07
Date: 2025-02-02 | ProductID: P335 | Quantity: 4 | TotalSales: $40.90
Date: 2025-03-20 | ProductID: P220 | Quantity: 43 | TotalSales: $2134.63
Date: 2025-02-14 | ProductID: P456 | Quantity: 25 | TotalSales: $781.54
Date: 2025-02-23 | ProductID: P665 | Quantity: 30 | TotalSales: $537.44
Date: 2025-03-11 | ProductID: P888 | Quantity: 98 | TotalSales: $2166.14
Date: 2025-01-18 | ProductID: P942 | Quantity: 10 | TotalSales: $203.38
Date: 2025-01-22 | ProductID: P599 | Quantity: 33 | TotalSales: $1202.55
Date: 2025-03-14 | ProductID: P217 | Quantity: 82 | TotalSales: $2188.68
Date: 2025-01-04 | ProductID: P912 | Quantity: 4 | TotalSales: $130.71
Date: 2025-03-31 | ProductID: P989 | Quantity: 88 | TotalSales: $4254.88
Date: 2025-01-25 | ProductID: P124 | Quantity: 15 | TotalSales: $620.69
Date: 2025-01-13 | ProductID: P168 | Quantity: 7 | TotalSales: $283.09
Date: 2025-03-23 | ProductID: P117 | Quantity: 28 | TotalSales: $600.90
Date: 2025-02-11 | ProductID: P628 | Quantity: 95 | TotalSales: $3165.95
Date: 2025-03-02 | ProductID: P115 | Quantity: 57 | TotalSales: $681.79
Date: 2025-03-09 | ProductID: P113 | Quantity: 75 | TotalSales: $850.79
Date: 2025-01-23 | ProductID: P958 | Quantity: 58 | TotalSales: $1889.81
Date: 2025-03-19 | ProductID: P889 | Quantity: 18 | TotalSales: $547.60
Date: 2025-01-01 | ProductID: P903 | Quantity: 93 | TotalSales: $1940.97
Date: 2025-02-04 | ProductID: P406 | Quantity: 41 | TotalSales: $1983.63
Date: 2025-02-03 | ProductID: P787 | Quantity: 48 | TotalSales: $627.22
Date: 2025-01-28 | ProductID: P633 | Quantity: 44 | TotalSales: $881.81
Date: 2025-01-19 | ProductID: P972 | Quantity: 62 | TotalSales: $812.52
Date: 2025-01-22 | ProductID: P636 | Quantity: 44 | TotalSales: $1271.59
Date: 2025-01-26 | ProductID: P970 | Quantity: 52 | TotalSales: $1499.79
Date: 2025-03-10 | ProductID: P687 | Quantity: 82 | TotalSales: $4029.43
Date: 2025-03-13 | ProductID: P194 | Quantity: 55 | TotalSales: $2590.61
Date: 2025-03-01 | ProductID: P258 | Quantity: 80 | TotalSales: $2992.86
Date: 2025-02-06 | ProductID: P423 | Quantity: 41 | TotalSales: $2005.45
Date: 2025-03-24 | ProductID: P359 | Quantity: 10 | TotalSales: $160.38
Date: 2025-02-19 | ProductID: P350 | Quantity: 30 | TotalSales: $504.57
Date: 2025-01-15 | ProductID: P224 | Quantity: 73 | TotalSales: $2351.25
Date: 2025-01-17 | ProductID: P180 | Quantity: 71 | TotalSales: $1433.76
Date: 2025-02-11 | ProductID: P324 | Quantity: 72 | TotalSales: $2781.00
Date: 2025-02-08 | ProductID: P985 | Quantity: 3 | TotalSales: $74.58
Date: 2025-01-09 | ProductID: P529 | Quantity: 36 | TotalSales: $471.79
Date: 2025-03-15 | ProductID: P675 | Quantity: 58 | TotalSales: $2414.37
Date: 2025-01-23 | ProductID: P162 | Quantity: 58 | TotalSales: $2132.05
Date: 2025-01-18 | ProductID: P806 | Quantity: 13 | TotalSales: $445.93
Date: 2025-03-09 | ProductID: P725 | Quantity: 73 | TotalSales: $1036.92
Date: 2025-02-07 | ProductID: P228 | Quantity: 31 | TotalSales: $641.80
Date: 2025-02-20 | ProductID: P494 | Quantity: 32 | TotalSales: $965.67
Date: 2025-02-17 | ProductID: P393 | Quantity: 90 | TotalSales: $4285.89
Date: 2025-03-10 | ProductID: P662 | Quantity: 51 | TotalSales: $901.83
Date: 2025-01-07 | ProductID: P386 | Quantity: 40 | TotalSales: $1563.16
Date: 2025-02-12 | ProductID: P981 | Quantity: 25 | TotalSales: $496.38
Date: 2025-02-20 | ProductID: P898 | Quantity: 65 | TotalSales: $3074.78
Date: 2025-03-29 | ProductID: P166 | Quantity: 25 | TotalSales: $360.80
Date: 2025-02-03 | ProductID: P783 | Quantity: 24 | TotalSales: $729.50
Date: 2025-02-18 | ProductID: P996 | Quantity: 46 | TotalSales: $1576.97
Date: 2025-03-25 | ProductID: P480 | Quantity: 57 | TotalSales: $2749.31
Date: 2025-03-27 | ProductID: P515 | Quantity: 84 | TotalSales: $1694.78
Date: 2025-03-20 | ProductID: P424 | Quantity: 36 | TotalSales: $1571.08
Date: 2025-01-24 | ProductID: P358 | Quantity: 28 | TotalSales: $439.63
Date: 2025-02-02 | ProductID: P954 | Quantity: 52 | TotalSales: $841.20
Date: 2025-01-23 | ProductID: P107 | Quantity: 20 | TotalSales: $982.77
Date: 2025-01-23 | ProductID: P695 | Quantity: 69 | TotalSales: $1261.96
Date: 2025-03-01 | ProductID: P691 | Quantity: 46 | TotalSales: $1516.10
Date: 2025-02-02 | ProductID: P606 | Quantity: 23 | TotalSales: $948.86
Date: 2025-03-12 | ProductID: P257 | Quantity: 68 | TotalSales: $1174.65
Date: 2025-01-05 | ProductID: P457 | Quantity: 87 | TotalSales: $1326.71
Date: 2025-01-02 | ProductID: P823 | Quantity: 72 | TotalSales: $2608.92
Date: 2025-01-31 | ProductID: P844 | Quantity: 45 | TotalSales: $1705.65
Date: 2025-02-05 | ProductID: P162 | Quantity: 46 | TotalSales: $1545.85
Date: 2025-03-11 | ProductID: P267 | Quantity: 33 | TotalSales: $743.40
Date: 2025-03-10 | ProductID: P179 | Quantity: 98 | TotalSales: $4705.07
Date: 2025-01-25 | ProductID: P385 | Quantity: 74 | TotalSales: $1890.83
Date: 2025-02-03 | ProductID: P754 | Quantity: 58 | TotalSales: $702.51
Date: 2025-01-18 | ProductID: P638 | Quantity: 46 | TotalSales: $1882.49
Date: 2025-02-11 | ProductID: P656 | Quantity: 26 | TotalSales: $399.40
Date: 2025-02-11 | ProductID: P787 | Quantity: 45 | TotalSales: $1053.26
Date: 2025-03-28 | ProductID: P417 | Quantity: 37 | TotalSales: $1167.44
Date: 2025-02-05 | ProductID: P169 | Quantity: 34 | TotalSales: $746.92
Date: 2025-01-17 | ProductID: P399 | Quantity: 2 | TotalSales: $93.95
Date: 2025-02-02 | ProductID: P922 | Quantity: 82 | TotalSales: $3158.91
Date: 2025-01-24 | ProductID: P359 | Quantity: 39 | TotalSales: $928.01
Date: 2025-03-10 | ProductID: P760 | Quantity: 83 | TotalSales: $1106.66
Date: 2025-02-02 | ProductID: P824 | Quantity: 13 | TotalSales: $566.02
Date: 2025-03-22 | ProductID: P568 | Quantity: 45 | TotalSales: $2079.68
Date: 2025-02-23 | ProductID: P569 | Quantity: 55 | TotalSales: $2389.46
Date: 2025-03-06 | ProductID: P914 | Quantity: 59 | TotalSales: $2232.87
Date: 2025-03-22 | ProductID: P524 | Quantity: 80 | TotalSales: $3343.70
Date: 2025-01-13 | ProductID: P913 | Quantity: 18 | TotalSales: $712.10
Date: 2025-01-16 | ProductID: P422 | Quantity: 88 | TotalSales: $2008.62
Date: 2025-02-05 | ProductID: P723 | Quantity: 18 | TotalSales: $855.58
Date: 2025-01-01 | ProductID: P245 | Quantity: 14 | TotalSales: $510.63
Date: 2025-03-30 | ProductID: P354 | Quantity: 36 | TotalSales: $843.86
Date: 2025-01-22 | ProductID: P271 | Quantity: 34 | TotalSales: $953.50
Date: 2025-01-12 | ProductID: P535 | Quantity: 78 | TotalSales: $3304.87
Date: 2025-01-01 | ProductID: P983 | Quantity: 94 | TotalSales: $1598.88
Date: 2025-03-03 | ProductID: P102 | Quantity: 68 | TotalSales: $3264.01
Date: 2025-01-07 | ProductID: P735 | Quantity: 78 | TotalSales: $3646.39
Date: 2025-01-24 | ProductID: P442 | Quantity: 83 | TotalSales: $2559.91
Date: 2025-02-22 | ProductID: P369 | Quantity: 86 | TotalSales: $3056.58
Date: 2025-03-29 | ProductID: P979 | Quantity: 88 | TotalSales: $2778.29
Date: 2025-03-21 | ProductID: P908 | Quantity: 54 | TotalSales: $1005.66
Date: 2025-03-15 | ProductID: P116 | Quantity: 60 | TotalSales: $2125.01
Date: 2025-03-17 | ProductID: P705 | Quantity: 11 | TotalSales: $342.03
Date: 2025-02-02 | ProductID: P860 | Quantity: 63 | TotalSales: $1388.23
Date: 2025-02-01 | ProductID: P867 | Quantity: 28 | TotalSales: $369.89
Date: 2025-03-08 | ProductID: P484 | Quantity: 97 | TotalSales: $3049.56
Date: 2025-02-01 | ProductID: P828 | Quantity: 92 | TotalSales: $1697.10
Date: 2025-03-18 | ProductID: P166 | Quantity: 94 | TotalSales: $1344.15
Date: 2025-01-19 | ProductID: P865 | Quantity: 12 | TotalSales: $385.03
Date: 2025-02-14 | ProductID: P204 | Quantity: 79 | TotalSales: $809.36
Date: 2025-01-22 | ProductID: P786 | Quantity: 28 | TotalSales: $558.82
Date: 2025-01-16 | ProductID: P255 | Quantity: 73 | TotalSales: $1216.94
Date: 2025-03-22 | ProductID: P116 | Quantity: 9 | TotalSales: $346.49
Date: 2025-01-31 | ProductID: P304 | Quantity: 45 | TotalSales: $1118.16
Date: 2025-03-23 | ProductID: P658 | Quantity: 85 | TotalSales: $3667.55
Date: 2025-03-12 | ProductID: P101 | Quantity: 83 | TotalSales: $1969.39
Date: 2025-02-25 | ProductID: P879 | Quantity: 31 | TotalSales: $1148.73
Date: 2025-02-22 | ProductID: P161 | Quantity: 19 | TotalSales: $601.48
Date: 2025-02-28 | ProductID: P845 | Quantity: 67 | TotalSales: $2474.54
Date: 2025-02-17 | ProductID: P917 | Quantity: 60 | TotalSales: $2522.58
Date: 2025-03-31 | ProductID: P488 | Quantity: 13 | TotalSales: $288.28
Date: 2025-03-13 | ProductID: P192 | Quantity: 26 | TotalSales: $587.37
Date: 2025-03-05 | ProductID: P470 | Quantity: 56 | TotalSales: $2202.56
Date: 2025-02-19 | ProductID: P318 | Quantity: 90 | TotalSales: $4388.76
Date: 2025-02-01 | ProductID: P317 | Quantity: 37 | TotalSales: $405.74
Date: 2025-02-06 | ProductID: P965 | Quantity: 17 | TotalSales: $175.52
Date: 2025-02-06 | ProductID: P729 | Quantity: 40 | TotalSales: $1946.87
Date: 2025-03-25 | ProductID: P906 | Quantity: 17 | TotalSales: $440.56
Date: 2025-02-08 | ProductID: P844 | Quantity: 38 | TotalSales: $1532.42
Date: 2025-03-29 | ProductID: P854 | Quantity: 25 | TotalSales: $1086.56
Date: 2025-03-05 | ProductID: P805 | Quantity: 12 | TotalSales: $301.11
Date: 2025-03-01 | ProductID: P580 | Quantity: 18 | TotalSales: $640.10
Date: 2025-01-17 | ProductID: P675 | Quantity: 44 | TotalSales: $1684.39
Date: 2025-03-05 | ProductID: P498 | Quantity: 71 | TotalSales: $3452.77
Date: 2025-03-23 | ProductID: P190 | Quantity: 41 | TotalSales: $1337.20
Date: 2025-01-17 | ProductID: P675 | Quantity: 86 | TotalSales: $899.95
Date: 2025-03-29 | ProductID: P818 | Quantity: 56 | TotalSales: $1578.56
Date: 2025-01-26 | ProductID: P122 | Quantity: 31 | TotalSales: $1381.29
Date: 2025-02-09 | ProductID: P921 | Quantity: 64 | TotalSales: $1003.40
Date: 2025-03-13 | ProductID: P529 | Quantity: 93 | TotalSales: $2137.76
Date: 2025-03-19 | ProductID: P933 | Quantity: 30 | TotalSales: $813.42
Date: 2025-03-04 | ProductID: P308 | Quantity: 98 | TotalSales: $4632.68
Date: 2025-02-12 | ProductID: P636 | Quantity: 37 | TotalSales: $1262.75
Date: 2025-03-18 | ProductID: P612 | Quantity: 79 | TotalSales: $858.58
Date: 2025-01-15 | ProductID: P656 | Quantity: 93 | TotalSales: $3955.31
Date: 2025-03-01 | ProductID: P300 | Quantity: 80 | TotalSales: $3207.54
Date: 2025-03-18 | ProductID: P657 | Quantity: 98 | TotalSales: $2807.35
Date: 2025-03-29 | ProductID: P250 | Quantity: 45 | TotalSales: $1638.76
Date: 2025-03-28 | ProductID: P654 | Quantity: 66 | TotalSales: $2166.18
Date: 2025-02-20 | ProductID: P340 | Quantity: 33 | TotalSales: $1387.33
Date: 2025-03-23 | ProductID: P476 | Quantity: 66 | TotalSales: $3267.88
Date: 2025-01-15 | ProductID: P534 | Quantity: 80 | TotalSales: $3984.80
Date: 2025-01-07 | ProductID: P479 | Quantity: 8 | TotalSales: $141.03
Date: 2025-03-01 | ProductID: P582 | Quantity: 56 | TotalSales: $2176.78
Date: 2025-03-29 | ProductID: P788 | Quantity: 84 | TotalSales: $3455.47
Date: 2025-01-29 | ProductID: P240 | Quantity: 90 | TotalSales: $4341.55
Date: 2025-01-28 | ProductID: P468 | Quantity: 57 | TotalSales: $1436.69
